鄉鎮市區,土地區段位置或建物區門牌,建築完成年月,編號
中山區,臺北市中山區龍江路421號,680910,RPXNMLLJMHKFFCA67CA
中山區,臺北市中山區中山北路二段115巷1號,680804,RPRSMLRJMHKFFCA18CA
北投區,臺北市北投區知行路245巷1號,680705,RPWOMLRLLHKFFEA58CA
士林區,臺北市士林區福志路91號,680630,RPSPMLQKMHKFFEA18CA
中山區,臺北市中山區中山北路二段45巷5號,680623,RPPOMLKLLHKFFCA96CA
萬華區,臺北市萬華區西園路二段275號,680622,RPVNMLSKLHKFFBA08CA
松山區,臺北市松山區民生東路五段155號,680521,RPUOMLPLLHKFFDA18DA
士林區,臺北市士林區福國路95號,680503,RPPOMLSKLHKFFEA87CA
中山區,臺北市中山區農安街35號,680412,RPRNMLTKLHKFFCA87CA
中山區,臺北市中山區新生北路二段144號,680323,RPSOMLQLLHKFFCA87CA
士林區,臺北市士林區大北路44號,680219,RPWNMLLJMHKFFEA87DA
中山區,臺北市中山區南京西路18號,680126,RPROMLRLLHKFFCA87CA
中山區,臺北市中山區新生北路二段98號,680119,RPXNMLOKMHKFFCA08CA
北投區,臺北市北投區致遠一路一段46巷43號,671220,RPSNMLOKMHKFFEA77CA
北投區,臺北市北投區懷德街62號,671003,RPVRMLOLLHKFFEA58DA
北投區,臺北市北投區明德路261號,670831,RPUPMLKMLHKFFEA87CA
北投區,臺北市北投區明德路176號,670828,RPRNMLSJMHKFFEA97CA
中山區,臺北市中山區松江路45號,670823,RPRRMLPLLHKFFCA97CA
文山區,臺北市文山區木新路三段232巷5號,670727,RPQNMLQJMHKFFAA27CA
士林區,臺北市士林區光華路26巷10號,670714,RPUOMLOKMHKFFEA18DA
中山區,臺北市中山區北安路568號,670628,RPPOMLRLLHKFFCA67CA
中山區,臺北市中山區長安東路一段30巷4號,670601,RPRQMLOLLHKFFCA87DA
士林區,臺北市士林區德行東路109巷83弄22號,670501,RPQPMLKMLHKFFEA47CA
北投區,臺北市北投區中山路12號,670404,RPXOMLPLLHKFFEA48CA
北投區,臺北市北投區承德路七段32巷3弄17號,670403,RPVNMLNLLHKFFEA97CA
中山區,臺北市中山區新生北路三段36號,670301,RPTPMLKKMHKFFCA47CA
中山區,臺北市中山區新生北路三段55號,670301,RPSRMLRJMHKFFCA18CA
士林區,臺北市士林區芝玉路二段84巷1號,670201,RPVNMLOLLHKFFEA08CA
士林區,臺北市士林區芝玉路二段84巷19號,670201,RPWNMLOLLHKFFEA18CA
北投區,臺北市北投區豐年路二段144號,670201,RPWOMLQKMHKFFEA48CA
中正區,臺北市中正區忠孝西路一段44號,670104,RPROMLPLLHKFFBA57CA
中正區,臺北市中正區忠孝西路一段33號,670104,RPSOMLNLMHKFFBA57CA
中山區,臺北市中山區松江路308號,661208,RPQQMLPKMHKFFCA77CA
北投區,臺北市北投區大同街237號,661121,RPSNMLLJMHKFFEA37CA
中山區,臺北市中山區松江路16號,661102,RPRNMLOLLHKFFCA47CA
北投區,臺北市北投區溫泉路136號,661017,RPRPMLPKMHKFFEA97CA
北投區,臺北市北投區致遠一路二段112巷16號,660915,RPRPMLRLLHKFFEA18CA
中山區,臺北市中山區松江路166號,660902,RPVOMLKMLHKFFCA67CA
中正區,臺北市中正區青島東路16號,660826,RPPNMLTJMHKFFBA57CA
中正區,臺北市中正區青島東路16號,660826,RPQNMLTJMHKFFBA67CA
士林區,臺北市士林區福國路111號,660811,RPSRMLOLLHKFFEA18CA
信義區,臺北市信義區福德街300巷51號,660719,RPOPMLRLLHKFFDA77CA
北投區,臺北市北投區大業路280巷21弄21號,660408,RPWNMLOKMHKFFEA18CA
中正區,臺北市中正區銅山街51號,660309,RPXNMLRKLHKFFBA18CA
北投區,臺北市北投區懷德街98巷21號,651220,RPXOMLRJMHKFFEA58CA
北投區,臺北市北投區石牌路二段90巷11號,651125,RPRNMLRJMHKFFEA87CA
士林區,臺北市士林區天母東路8巷15號,651106,RPUOMLKMLHKFFEA77CA
北投區,臺北市北投區中正街45號,651004,RPWOMLKLMHKFFEA97CA
中山區,臺北市中山區錦州街375號,650915,RPXNMLSKLHKFFCA38CA
北投區,臺北市北投區中和街45號,650914,RPVOMLLMLHKFFEA97CA
中山區,臺北市中山區北安路621巷35號,650913,RPUQMLKLLHKFFCA67CA
中山區,臺北市中山區民權東路三段75巷2弄5號,650827,RPOOMLSKLHKFFCA67DA
萬華區,臺北市萬華區西園路二段372巷35號,650820,RPVNMLKLLHKFFBA37CA
萬華區,臺北市萬華區西園路二段140巷6弄24號,650716,RPQNMLTKLHKFFBA67CA
松山區,臺北市松山區南京東路五段286巷24號,650609,RPUOMLNLLHKFFDA97DA
南港區,臺北市南港區福德街339巷3弄24號,650223,RPSPMLKMLHKFFDA57CA
萬華區,臺北市萬華區德昌街4巷24號,650128,RPUNMLKMLHKFFBA37CA
信義區,臺北市信義區吳興街156巷2弄28號,650127,RPVNMLKLLHKFFDA67DA
中正區,臺北市中正區和平西路一段148號,641224,RPSNMLLMLHKFFAA17CA
中山區,臺北市中山區伊通街28號,641119,RPSOMLSLLHKFFCA18DA
萬華區,臺北市萬華區中華路一段78號,640506,RPTNMLKMLHKFFBA27CA
內湖區,臺北市內湖區大湖街16168號,640428,RPPOMLSJMHKFFCA77DA
松山區,臺北市松山區撫遠街399巷18號,640410,RPPNMLTKLHKFFDA77CA
大同區,臺北市大同區蘭州街48號,640118,RPRNMLNKMHKFFBA27CA
中山區,臺北市中山區農安街48號,631204,RPQOMLPKMHKFFCA57CA
士林區,臺北市士林區忠誠路二段21巷37號,631120,RPXNMLPLLHKFFEA38CA
中正區,臺北市中正區延平南路217號,630912,RPOQMLLMLHKFFAA17DA
萬華區,臺北市萬華區西園路二段277號,630307,RPQNMLLMLHKFFBA07CA
松山區,臺北市松山區三民路102巷7號,630107,RPVOMLRJMHKFFDA28CA
信義區,臺北市信義區基隆路一段337號,621124,RPTOMLLJMHKFFDA47CA
士林區,臺北市士林區承德路四段12號,621115,RPTPMLKLLHKFFEA67CA
中山區,臺北市中山區中山北路二段26巷12號,620815,RPOSMLTJMHKFFCA08CA
中山區,臺北市中山區中山北路二段26巷12號,620815,RPPSMLTJMHKFFCA18CA
北投區,臺北市北投區公館路340巷12號,620322,RPPPMLRJMHKFFEA87CA
文山區,臺北市文山區景華街192巷12號,620309,RPPOMLKMLHKFFAA86CA
北投區,臺北市北投區東華街一段542號,620223,RPOOMLTKLHKFFEA87CA
士林區,臺北市士林區士東路214巷2號,620129,RPWOMLNLLHKFFEA18CA
北投區,臺北市北投區尊賢街245巷2號,611101,RPUPMLMJMHKFFEA87CA
中正區,臺北市中正區忠孝東路一段2號,611028,RPWNMLSKLHKFFBA18CA
大同區,臺北市大同區重慶北路三段25巷2號,610824,RPPOMLRKLHKFFBA47CA
中山區,臺北市中山區錦州街247號,610416,RPTQMLKMLHKFFCA67CA
中山區,臺北市中山區長安東路一段7號,610328,RPXPMLMLMHKFFCA18CA
松山區,臺北市松山區南京東路三段247號,610308,RPXOMLQLLHKFFDA48CA
士林區,臺北市士林區福華路128巷1弄7號,601231,RPTRMLOLLHKFFEA38DA
松山區,臺北市松山區三民路101巷7號,601220,RPTPMLLMLHKFFDA77CA
大安區,臺北市大安區四維路52巷25號,601118,RPXOMLQKMHKFFFA68CA
北投區,臺北市北投區實踐街25號,601105,RPRQMLRKMHKFFEA28CA
大同區,臺北市大同區赤峰街17巷25號,601014,RPWNMLLJMHKFFBA47CA
大安區,臺北市大安區忠孝東路三段217巷2弄25號,600403,RPSOMLRJMHKFFFA18CA
士林區,臺北市士林區通河街323巷25號,591210,RPOOMLMJMHKFFEA17CA
士林區,臺北市士林區通河街325巷15號,591210,RPWPMLLLMHKFFEA18CA
士林區,臺北市士林區通河街323巷75號,591210,RPTNMLMJMHKFFEA57CA
信義區,臺北市信義區松山路525號,591124,RPTOMLOLLHKFFDA87CA
中山區,臺北市中山區松江路46巷15號,591105,RPQRMLKLLHKFFCA37CA
士林區,臺北市士林區重慶北路四段49巷45號,590513,RPVPMLKMLHKFFEA97CA
士林區,臺北市士林區重慶北路四段49巷49號,590513,RPVPMLRLLHKFFEA58CA
士林區,臺北市士林區重慶北路四段49巷40弄49號,590427,RPSPMLMLMHKFFEA87CA
士林區,臺北市士林區華齡街17巷28弄19號,590325,RPXPMLKMLHKFFEA18CA
中山區,臺北市中山區松江路289號,590131,RPPPMLNLLHKFFCA47DA
中正區,臺北市中正區汀州路二段129號,581222,RPPNMLTLLHKFFAA57CA
信義區,臺北市信義區林口街10巷39號,581215,RPSOMLPLLHKFFDA97DA
信義區,臺北市信義區虎林街212巷9號,581114,RPTNMLTKLHKFFDA28DA
中山區,臺北市中山區雙城街28巷9號,580908,RPXNMLPLLHKFFCA18CA
文山區,臺北市文山區木柵路二段28號,580825,RPRPMLLJMHKFFAA07CA
北投區,臺北市北投區大同街118號,580805,RPVPMLSJMHKFFEA58CA
中山區,臺北市中山區民生東路二段115巷28號,580621,RPWQMLLJMHKFFCA87CA
中正區,臺北市中正區新生南路一段132巷28號,580617,RPPOMLKMLHKFFBA07DA
北投區,臺北市北投區民族街54巷28號,580517,RPUNMLPLLHKFFEA08CA
北投區,臺北市北投區永興路二段3號,580215,RPRNMLQLLHKFFEA97DA
大安區,臺北市大安區瑞安街135巷3號,571206,RPQOMLNLLHKFFFA67CA
士林區,臺北市士林區延平北路六段3號,570525,RPQNMLNLLHKFFEA57DA
松山區,臺北市松山區八德路二段437巷1弄3號,570511,RPPNMLRLLHKFFDA67CA
南港區,臺北市南港區重陽路292巷3號,560301,RPPOMLSJMHKFFDA77CA
士林區,臺北市士林區延平北路五段163巷17弄22號,560115,RPQOMLTKLHKFFEA18DA
士林區,臺北市士林區大西路82號,551209,RPSOMLKLLHKFFEA47CA
士林區,臺北市士林區大亨路6巷22號,550726,RPOOMLNKMHKFFEA37CA
士林區,臺北市士林區幸福街5巷22號,531230,RPSPMLKLLHKFFEA57CA
