SNO,RELIGION_TYPE,CB_NAME,CB_SNAME,PTNAME1,V_NAME,CB_REG_TITLE,PRESIDENT_NAME,CB_TEL,TOTAL_ADDR,R_STREET,R_SECTION,R_LANE,R_ALLEY,R_NO,R_OTHER,TOTAL_ADDR_rebuild,WGS84_Y_rebuild,WGS84_X_rebuild,WGS84_X,WGS84_Y,TM97_X,TM97_Y,DATA_STR,REG_NO,CB_PRESIDENT_NAME,total_addr2
R0194,未成立財團法人寺廟,慈航寺,,北投區,秀山里,佛教,釋常禪,28913881,中和街456號,中和街,,,,456號,,北投區秀山里中和街456號,25.14538,121.496461,121.4961393,25.1451708,300021.646,2781949.104,農曆6月19日|,北市民宗字第10333251100號,,
R0195,財團法人寺廟,財團法人台北市中華佛教文化館,,北投區,溫泉里,佛教,余宏仁,28912550,光明路276號,光明路,,,,276號,,北投區溫泉里光明路276號,25.1363086,121.5104777,121.5102795,25.1364905,301450.938,2780992.921,,103證他字第318號登記簿第北3冊第75頁第000758號,,
R0196,未成立財團法人寺廟,北投區廣福宮,,北投區,中庸里,道教,陳輝龍,28971028,,大同街,,,,臨329之3號,,北投區中庸里大同街臨329之3號,25.1405699,121.49929,121.4993068,25.14056476,300342.915,2781440.09,農曆1月11日|,北市民宗字第10230029400號,,
R0200,未成立財團法人寺廟,法雨山普宜苑,,士林區,溪山里,佛教,楊秀菊,28413393,,至善路,3段,181巷,5弄,5號,,士林區溪山里至善路3段181巷5弄5號,25.121396,121.577197,121.577176,25.12138069,308203.424,2779346.526,農曆4月8日|,北市民三字第09232861300號,,
R0201,未成立財團法人寺廟,台北市士林區合誠宮,,士林區,平等里,道教,陳添地,28616866,,平菁街,,106巷,,6之1號,,士林區平等里平菁街106巷6之1號,25.13051,121.57632,121.577176,25.12138069,308110.9381,2780355.1,農曆2月15日|,北市民宗字第10330075000號,,
R0202,未成立財團法人寺廟,南港慈雲寺,,南港區,中研里,道教,李漢章,27830743,,福山街,,44巷,15弄,1號,,南港區中研里福山街44巷15弄1號,25.0452802,121.617305,121.617296,25.04524283,312287.782,2770930.808,農曆2月2日(濟公聖誕)|,北市民宗字第10332498400號,,
R0203,財團法人寺廟,財團法人台灣佛教道友會,,大同區,民權里,佛教,王立德,25572401,保安街1之12號8樓,保安街,,,,1之12號,8樓,大同區民權里保安街1之12號8樓,25.0596279,121.514352,121.5143579,25.05964146,301894.657,2772482.238,農曆3月24日(佛祖聖誕)|,103證他字第144號登記簿第北1冊第63頁第000135號,,
R0204,未成立財團法人寺廟,金碧宮,,內湖區,內湖里,道教,賴吉雄,27900849,,金龍路,,,,92號,,內湖區內湖里金龍路92號,25.0852496,121.5913628,121.5913794,25.08524626,309653.244,2775350.138,農曆3月23日(天上聖母聖誕)|,北市民宗字第10331732000號,,
R0205,未成立財團法人寺廟,內湖承天宮,,內湖區,西康里,道教,郭慶輝,26574211,,文湖街,,21巷,,93號,,內湖區西康里文湖街21巷93號,25.0880759,121.5600858,121.560545,25.09220185,306539.635,2776107.35,農曆3月23日|,北市民宗字第10332532600號,,
R0206,財團法人寺廟,財團法人台北市妙道院,,中山區,新庄里,佛教,林康月,2594-5420,,農安街,,,,87號,,中山區新庄里農安街87號,25.0649805,121.5288258,121.5288428,25.06498068,303353.77,2773079.296,,登記簿第24冊第43/44頁第404號,,
R0211,財團法人寺廟,財團法人台北市廣照宮,廣照宮,萬華區,壽德里,佛教,鄭興成,23076569,長泰街54號,長泰街,,,,54號,,萬華區壽德里長泰街54號,25.0233175,121.5002378,121.5004169,25.02355835,300502.804,2768480.162,,102證他字第666號登記簿第31冊第9頁第597號,,
R0212,財團法人寺廟,財團法人台北市真武殿,真武殿,萬華區,菜園里,道教,李光魁,23817290,"西昌街38,40號",西昌街,,,,"38,40號",,"萬華區菜園里西昌街38,40號",25.0426973,121.5006069,121.5004169,25.02355835,300518.0781,2770558.526,,102證他字第18號登記簿第24冊第53頁第409號,,
R0213,財團法人寺廟,財團法人理教總公所台灣清心堂公所,理教公所,萬華區,新起里,理教,陳俊宏,23319174,中華路1段174號,中華路,1段,,,174號,,萬華區新起里中華路1段174號,25.0400999,121.507,121.5068766,25.04015611,301147.907,2770321.103,,102證他字第245號登記簿第17冊第9頁第240號,,
R0215,財團法人寺廟,財團法人台北市福佑宮,福佑宮,大安區,誠安里,道教,阮照雄,27715335,,安東街,,,,32號,,大安區誠安里安東街32號,25.0441115,121.5424993,121.5068766,25.04015611,304738.0939,2770785.446,,100證他字第1370號登記簿第24冊第39頁第402號,,
R0216,財團法人寺廟,財團法人通化堂,通化堂,大安區,群賢里,一貫道,陳登材,26887524  26887560,復興南路2段179號四,復興南路,2段,,,179號,四,大安區群賢里復興南路2段179號四,25.0269358,121.5437167,121.5436797,25.02694823,304867.632,2768872.524,農曆3月15日(春季大典)|農曆6月15日(夏季大典)|農曆9月15日(秋季大典)|農曆11月15日(冬季大典)|,103證他字第1482號登記簿第51冊第23頁第1202號,,
R0219,未成立財團法人寺廟,坤元宮,,南港區,三重里,道教,闕山柳,27890898,,三重路,,79巷,8弄,2之1號,,南港區三重里三重路79巷8弄2之1號,25.06043,121.612728,121.6132213,25.06035867,311869.018,2772603.302,農曆2月2日(福德正神誦經法會)|農曆8月8日(福德正神繞境)|,北市民三字第 09232151200 號,,
R0220,財團法人寺廟,財團法人承天武聖廟,,信義區,黎安里,道教,黃?瑩,27353788,臥龍街477-12號,臥龍街,,,,477-12號,,信義區黎安里臥龍街477-12號,25.0168462,121.559805,121.5639422,25.01158864,306501.4483,2767762.306,,102證他字第143號登記簿第35冊第37頁第731號,,
R0273,未成立財團法人寺廟,台北市大安區福安宮,,大安區,虎嘯里,道教,陳吉貴,27320830,,臥龍街,,,,61號,,大安區虎嘯里臥龍街61號,25.0220824,121.5474811,121.547503,25.02212185,305255.64,2768339.479,農曆2月2日|,北市民三字第09332898400號,,
R0275,未成立財團法人寺廟,峰碧山圓覺寺,,內湖區,碧山里,佛教,劉金蟬,27909868,,碧山路,,,,39號,,內湖區碧山里碧山路39號,25.097806,121.59096,121.5907969,25.09765306,309588.413,2776724.266,農曆4月8日|,北市民宗字第10332459900號,,
R0276,未成立財團法人寺廟,松山奉天宮,,信義區,中坡里,道教,陳博貞,27279765、27277302,福德街221巷12號,福德街,,221巷,,12號,,信義區中坡里福德街221巷12號,25.0373846,121.5846688,121.5907969,25.09765306,309019.9296,2770059.25,農曆1月9日|農曆5月28日|農曆9月28日|,北市民宗字第10330840300號,,
R0278,財團法人宗祠,財團法人台北市蕉嶺涂公仁弘宗祠,,中山區,正義里,其他,,(03)3601184,新生北路1段102巷10號8樓之3,新生北路,1段,102巷,,10號,8樓之3,中山區正義里新生北路1段102巷10號8樓之3,25.0487029,121.5285513,121.5285483,25.04868933,303331.105,2771274.678,,98證他字第703號登記簿第56冊第5頁第1341號,,
R0279,財團法人寺廟,財團法人台北市靈源寺,,信義區,四育里,佛教,林園,27676091,,虎林街,,26巷,,5號,,信義區四育里虎林街26巷5號,25.048981,121.575563,121.5285483,25.04868933,308061.8015,2771318.898,農曆2月2日|農曆6月12日|農曆8月26日|,102證他字第630號登記簿27冊第15頁第480號,,
R0280,財團法人宗祠,財團法人台北市濟陽柯蔡公所,,中山區,中吉里,其他,,25810206,"吉林路109,111號2之3樓",吉林路,,,,"109,111號",2之3樓,"中山區中吉里吉林路109,111號2之3樓",25.0565712,121.5302829,121.5285483,25.04868933,303503.927,2772153.973,,103證他字第442號登記簿第19冊第15頁第273號,,
R0281,財團法人宗祠,財團法人吳氏讓德堂 ,,中山區,復華里,其他,,27192785,南京東路3段215號,南京東路,3段,,,215號,,中山區復華里南京東路3段215號,25.052127,121.54279,121.5427471,25.0520756,304762.301,2771655.416,,101證他字第850號登記簿第28冊第45頁第525號,,
R0282,未成立財團法人寺廟,碧山巖開漳聖王廟,,內湖區,碧山里,道教,林明脩,27963755,,碧山路,,,,24號,,內湖區碧山里碧山路24號,25.097294,121.5876624,121.5876046,25.09732416,309266.577,2776686.421,農曆10月1日|農曆10月7日|,北市民宗字第10332532500號,,
R0283,財團法人宗祠,財團法人台北市林東山堂,,中山區,朱馥里,其他,,25081071,長春路187號10樓,長春路,,,,187號,10樓,中山區朱馥里長春路187號10樓,25.054857,121.537778,121.5377515,25.05484686,304257.041,2771960.391,,102證他字第1150號登記簿第6冊第19頁第82號,,
R0284,財團法人寺廟,財團法人台北市東和禪寺,,中正區,東門里,佛教,釋修慧,23934598、23517887,仁愛路1段21-33號,仁愛路,1段,,,21-33號,,中正區東門里仁愛路1段21-33號,25.039447,121.522558,121.5225581,25.0394508,302730.643,2770248.989,農曆4月18日(浴佛節)|,103證他字第52號登記簿第28冊第7頁第506號,,
R0285,財團法人宗祠,財團法人台北市楊豐隆宗祠,,北投區,石牌里,其他,,25419680,西安街1段165巷8弄6號4樓,西安街,1段,165巷,8弄,6號,4樓,北投區石牌里西安街1段165巷8弄6號4樓,25.1093544,121.5177934,121.5178167,25.10931592,302222.564,2777985.834,,101證他字第452號登記簿第23冊第37頁第463號,,
R0286,財團法人宗祠,財團法人台北市台灣許姓宗祠,,信義區,,其他,,27270955.27,松山路656巷26號,松山路,,656巷,,26號,,信義區松山路656巷26號,25.0309503,121.5778643,121.5774615,25.02992948,308275.444,2769216.841,,103證他字第1563號登記簿第19冊第21頁第276號,,
R0287,財團法人宗祠,財團法人石牌賴五榮宗祠,,北投區,裕民里,其他,,28214509,懷德街11巷10號5樓,懷德街,,11巷,,10號,5樓,北投區裕民里懷德街11巷10號5樓,25.1117559,121.518785,121.5187438,25.11176489,302314.996,2778257.441,,102證他字第155號登記簿第北3冊第9頁第000543號,,
R0288,財團法人宗祠,財團法人士林陳穎川宗祠,,士林區,社子里,其他,,28383988,社中街33巷12號,社中街,,33巷,,12號,,士林區社子里社中街33巷12號,25.088218,121.5099878,121.5099122,25.0881992,301434.177,2775643.834,,101證他字第347號登記簿第北2冊第97頁000498號,,
R0289,財團法人宗祠,財團法人台北市陳有天堂,,大安區,敦安里,其他,,27082081,安和路1段112巷19號七樓,安和路,1段,112巷,,19號,七樓,大安區敦安里安和路1段112巷19號七樓,25.0340281,121.5507938,121.5506986,25.03399449,305572.743,2769655.895,,102證他字第437號登記簿第63冊第53頁第1572號,,
R0290,財團法人宗祠,財團法人台灣李氏宗祠,,松山區,中正里,其他,,27126086,南京東路3段309號4樓,南京東路,3段,,,309號,4樓,松山區中正里南京東路3段309號4樓,25.0520187,121.5469781,121.5469372,25.0519963,305185.15,2771648.342,,102證他字第752號登記簿第16冊第3頁第222號,,
R0291,財團法人宗祠,財團法人台北市義和堂,,松山區,中華里,其他,,27121456,南京東路4段55-1號11樓,南京東路,4段,,,55-1號,11樓,松山區中華里南京東路4段55-1號11樓,25.0518779,121.5524142,121.5523853,25.05186026,305734.913,2771635.506,,104證他字第224號登記簿第3冊第19頁第37號,,
R0292,財團法人宗祠,財團法人台北市顏榮公,,松山區,富錦里,其他,,2769-1516,新東街37號,新東街,,,,37號,,松山區富錦里新東街37號,25.0599,121.5657176,121.5656806,25.05988684,307072.694,2772530.139,,登記簿第22冊第17頁第340號,,
R0293,財團法人寺廟,財團法人臺北市臺疆樂善壇,,大同區,永樂里,道教,黃榮海,25566523,,長安西路,,,,263號,,大同區永樂里長安西路263號,25.0521561,121.5108642,121.5108729,25.05212558,301546.125,2771648.386,農曆6月24日|,103證他字第158號登記簿第北2冊第35頁第000301號,,
R0294,未成立財團法人寺廟,台北市松山五分埔福德宮,,信義區,四育里,道教,連?堂,27692247,,虎林街,,,,47之3號,,信義區四育里虎林街47之3號,25.0476849,121.576751,121.5767074,25.0476518,308191.029,2771179.532,農曆2月2日(福德正神聖誕)|農曆8月15日(福德正神升天)|,北市民宗字10331707800號,,
R0295,財團法人寺廟, 財團法人台北市松山寺,,信義區,雙和里,佛教,陳明瑾,27384304,吳興街284巷17之1號,吳興街,,284巷,,17之1號,,信義區雙和里吳興街284巷17之1號,25.0238659,121.563958,121.564093,25.02384133,306929.104,2768536.805,國曆4月5日|農曆7月15日|,103證他字第630號登記簿第35冊第35頁第730號,,
R0296,未成立財團法人寺廟,台北市文山區溝子口福德宮,,文山區,試院里,道教,翁傳煌,22360769、29363777,,木柵路,1段,59巷,,1號,,文山區試院里木柵路1段59巷1號,24.9871205,121.5460942,121.5458921,24.98692901,305108.763,2764440.744,農曆2月2日|農曆5月2日|農曆8月2日|農曆12月1日|,北市民三字第09332562100號,,
R0297,財團法人寺廟,財團法人台北湄聖宮,,萬華區,榮德里,道教,施西田,23077996,,武成街,,,,124號,,萬華區榮德里武成街124號,25.020516,121.493877,121.5458921,24.98692901,299836.6938,2768145.393,農曆3月23日(媽祖聖誕)|,103證他字第924號登記簿第95冊第33頁第2431號,,
R0299,未成立財團法人寺廟,恆光禪寺,,內湖區,碧山里,佛教,簡明福,27933000,,碧山路,,,,44之6號,,內湖區碧山里碧山路44之6號,25.1055709,121.587844,121.5891841,25.10621657,309421.716,2777672.065,農曆4月8日|,北市民宗字第10332474500號,,
R0300,未成立財團法人寺廟,台北市北投至妙寺,,北投區,泉源里,佛教,范植宏,28925642,,東昇路,,,,117之2號,,北投區泉源里東昇路117之2號,25.1583962,121.5314824,121.5891841,25.10621657,303497.9548,2782351.956,農曆6月19日|,北市民三字第 09232343400 號,,
R0301,未成立財團法人寺廟,慈諴宮,,士林區,義信里,道教,吳旻哲,28802972-4,大南路84號,大南路,,,,84號,,士林區義信里大南路84號,25.0894903,121.5246627,121.5246834,25.08952054,302923.573,2775795.848,農曆3月23日|,北市民宗字第10331692800號,,
R0304,財團法人宗祠,財團法人周振西宗祠,,中正區,龍光里,其他,,23754107,和平西路2段17號,和平西路,2段,,,17號,,中正區龍光里和平西路2段17號,25.028408,121.513777,121.5137359,25.02833219,301845.04,2769013.987,,101證他字第630號登記簿第47冊第33頁第1088號,,
R0305,財團法人宗祠,財團法人少鑫紀念館,,中正區,文北里,其他,,23312751,金山南路1段17號,金山南路,1段,,,17號,,中正區文北里金山南路1段17號,25.040683,121.529433,121.5293123,25.0406452,303411.692,2770383.991,,102證他字第550號登記簿第36冊第15頁第750號,,
R0306,未成立財團法人寺廟,太陽堂,,內湖區,碧山里,道教,李建發,27909328,,碧山路,,,,2號,,內湖區碧山里碧山路2號,25.0875532,121.590773,121.5913197,25.08661893,309646.564,2775502.162,農曆3月19日(太陽神聖誕)|,,,
R0307,未成立財團法人寺廟,?頭福德祠,,內湖區,內湖里,道教,陳尤雪,27928299,內湖路2段450號前,內湖路,2段,,,450號,前,內湖區內湖里內湖路2段450號前,25.0838003,121.592635,121.5925444,25.08358754,309771.552,2775166.902,農曆1月15日|,北市民宗字第10332460000號,,
R0309,未成立財團法人寺廟,財團法人台北行天宮北投分宮,,北投區,一德里,道教,葉文堂,28912731,中央北路4段18巷50號,中央北路,4段,18巷,,50號,,北投區一德里中央北路4段18巷50號,25.1370094,121.4775702,121.4777064,25.13667965,298166.567,2781001.864,農曆6月24日(關聖帝君聖誕)|,北市民宗字第10330971400號,,
R0310,財團法人宗祠,財團法人台北市松山車層鄭氏宗祠,,信義區,雅祥里,其他,,28345094,基隆路1段35巷7-20號1樓,基隆路,1段,35巷,,7-20號,1樓,信義區雅祥里基隆路1段35巷7-20號1樓,25.0480742,121.5698878,121.5698603,25.04813591,307499.898,2771230.295,,101證他字第1287號登記簿第54冊第45頁第1301號,,
R0311,財團法人宗祠,財團法人惠安錦田黃姓宗祠,,信義區,黎平里,其他,,27332255,崇德街38巷7號4樓,崇德街,,38巷,,7號,4樓,信義區黎平里崇德街38巷7號4樓,25.0238759,121.554075,121.554046,25.02388196,305915.135,2768537.125,,103證他字第1274號登記簿第46冊第43頁第1063號,,
R0312,財團法人宗祠,財團法人楊姓四知堂,,萬華區,保德里,其他,,23039712,,東園街,,154巷,,39號,,萬華區保德里東園街154巷39號,25.022388,121.4959811,121.554046,25.02388196,300100.1558,2768367.748,,102證他字第42號登記簿第7冊第29頁第102號,,
R0313,財團法人宗祠,財團法人台北市全台葉姓祖廟,,內湖區,大湖里,其他,,27819888,大湖街131巷18號,大湖街,,131巷,,18號,,內湖區大湖里大湖街131巷18號,25.092035,121.595836,121.5961103,25.09162418,310127.306,2776058.805,,102證他字第354號登記簿第北2冊第23頁第000270號;,,
R0314,財團法人宗祠,財團法人全國林姓宗廟,,大同區,建功里,其他,,25586864,重慶北路1段73號10樓,重慶北路,1段,,,73號,10樓,大同區建功里重慶北路1段73號10樓,25.0529868,121.5159229,121.5142162,25.05224196,301883.434,2771662.563,,101證他字第261號登記簿第北1冊第97頁第000217號,,
R0315,財團法人宗祠,財團法人陳德星堂,,大同區,星明里,其他,,25567150,寧夏路27號,寧夏路,,,,27號,,大同區星明里寧夏路27號,25.0555111,121.5158641,121.5142162,25.05224196,302004.2876,2772082.693,,102證他字第220號登記簿第北1冊第11頁第000019號,,
R0316,財團法人宗祠,財團法人詹氏大宗祠,,大同區,蓬萊里,其他,,25951224,承德路3段67號7樓,承德路,3段,,,67號,7樓,大同區蓬萊里承德路3段67號7樓,25.0655318,121.5185429,121.5185566,25.06561986,302315.735,2773146.052,,101證他字第274號登記簿第1冊第41頁第21號,,
R0317,財團法人宗祠,財團法人王氏太原堂,,大同區,鄰江里,其他,,25945355,,迪化街,2段,243巷,,2號,,大同區鄰江里迪化街2段243巷2號,25.0718929,121.51281,121.5126973,25.07171624,301722.029,2773819.108,,100證他字第413號登記簿第北1冊第9頁第000015號,,
R0318,財團法人宗祠,財團法人台北市白奇郭氏宗祠,,大同區,老師里,其他,,25928952,延平北路4段181號4樓,延平北路,4段,,,181號,4樓,大同區老師里延平北路4段181號4樓,25.0736991,121.5115974,121.5115201,25.0736831,301602.399,2774036.524,,101證他字第443號登記簿第北4冊第67頁第001038號,,
R0319,財團法人宗祠,財團法人台北霞里江氏宗祠,,大同區,大有里,其他,,,環河北路1段313號,環河北路,1段,,,313號,,大同區大有里環河北路1段313號,25.0597149,121.508674,121.5086182,25.05952906,301315.542,2772467.626,,100證他字第185號登記簿第20冊第17頁第399號,,
R0320,未成立財團法人寺廟,天寶聖道宮,,信義區,松隆里,道教,周明,27277045,,松山路,,,,664之10號,,信義區松隆里松山路664之10號,25.028,121.578989,121.5086182,25.05952906,308450.7622,2769024.145,農曆1月9日|,,,
R0335,財團法人宗祠,財團法人台北江夏黃種德堂大宗祠,,萬華區,青山里,其他,,23043507,廣州街265巷3號,廣州街,,265巷,,3號,,萬華區青山里廣州街265巷3號,25.0373189,121.496529,121.4965247,25.03731822,300104.424,2770002.906,,103證他字第1272號登記簿第6冊第3頁第74號,,
R0340,未成立財團法人寺廟,三教山清靈宮,,內湖區,內溝里,道教,賈中孚,26313431  26316219,康樂街236之6號,康樂街,,,,236之6號,,內湖區內溝里康樂街236之6號,25.0872661,121.6233439,121.6224143,25.08786916,312782.508,2775654.694,農曆2月15日|,北市民宗字第10331804200號,,
R0341,未成立財團法人寺廟,南港聖德宮,,南港區,九如里,道教,陳鶴子,27824883,研究院路4段162巷6號,研究院路,4段,162巷,,6號,,南港區九如里研究院路4段162巷6號,25.0243217,121.6033458,121.5902399,25.02163184,309569.075,2768303.347,農曆7月18日(中元普渡)|農曆10月22日|,北市民宗字第10333250100號,,
R0342,未成立財團法人寺廟,光淨寺,,文山區,明興里,佛教,張再綿,29395086,興隆路4段1巷88號,興隆路,4段,1巷,,88號,,文山區明興里興隆路4段1巷88號,24.991183,121.559897,121.5597921,24.99116001,306510.029,2764915.062,農曆4月8日(祭祀主神)|,北市民宗字第10331007300號,,
R0343,未成立財團法人寺廟,台北文山興安宮,,文山區,興安里,道教,李銘峰,86632817,,仙岩路,,16巷,,64號,,文山區興安里仙岩路16巷64號,24.9963819,121.550212,121.5502109,24.99637878,305540.391,2765489.176,農曆2月2日(祭祀日)|農曆5月18日(祭祀日)|農曆7月25日(祭祀日)|農曆8月16日(祭祀日)|農曆10月15日(祭祀日)|,北市民宗字第10330032900號,,
R0344,未成立財團法人寺廟,平等山法輪禪寺,,士林區,平等里,佛教,謝素卿(代),28623008,,平菁街,,93巷,,41-1號,,士林區平等里平菁街93巷41-1號,25.1390299,121.5778019,121.577805,25.13905264,308258.475,2781304.235,農曆4月8日(主神聖誕)|,北市民三字第09133245100號,,
R0345,未成立財團法人寺廟,無極明聖宮,,南港區,中南里,道教,辜翁素雲,27832628,忠孝東路7段478巷臨12號,忠孝東路,7段,478巷,,臨12號,,南港區中南里忠孝東路7段478巷臨12號,25.0505659,121.609668,121.609749,25.05060789,311523.575,2771521.653,農曆2月5日|農曆7月18日|, 北市民宗字第10331799400號,,
R0346,未成立財團法人寺廟,坤天亭,,士林區,富洲里,道教,陳惠民,28106227,,延平北路,8段,96巷,,15號,,士林區富洲里延平北路8段96巷15號,25.1064808,121.4834433,121.4835149,25.10645285,298764.226,2777655.92,農曆9月9日(主神聖誕)|,北市民宗字第10330953300號,,
R0347,未成立財團法人寺廟,松山聚福廟,,松山區,慈祐里,道教,許青田,26093239、0910233203,八德路4段490號,八德路,4段,,,490號,,松山區慈祐里八德路4段490號,25.0497647,121.5702962,121.5702878,25.04963635,307542.352,2771396.676,農曆2月2日(福德正神聖誕)|農曆7月10日(中元普渡)|農曆8月15日(福德正神聖誕)|農曆12月11日(安座紀念日)|,北市民宗字第10331720100號,,
R0348,未成立財團法人寺廟,夏教養聖堂,,大安區,民輝里,其他,郭慶瑞,27413631,建國南路1段44巷7號,建國南路,1段,44巷,,7號,,大安區民輝里建國南路1段44巷7號,25.0441084,121.5358252,121.5357988,25.0440827,304064.738,2770767.275,農曆1月14日|農曆7月16日|農曆10月15日|,北市民宗字第10332465200號,,
R0349,未成立財團法人寺廟,大龍峒福壽宮,,大同區,重慶里,道教,陳源陽,25910340,,敦煌路,,,,臨二之一號,,大同區重慶里敦煌路臨二之一號,25.0747469,121.52104,121.5208387,25.07489571,302541.988,2774174.399,農曆2月2日|農曆8月12日|,北市民宗字第10332087400號,,
R0351,未成立財團法人寺廟,台北市北投區佛林寺,,北投區,林泉里,佛教,吳柏宏,28968310,溫泉路150-1號,溫泉路,,,,150-1號,,北投區林泉里溫泉路150-1號,25.139187,121.513356,121.5133217,25.1390883,301756.643,2781281.878,農曆3月19日(法會)|農曆6月19日|農曆9月19日|,北市民宗字第10430563400號,,
R0352,未成立財團法人寺廟,泰安宮,,大安區,錦華里,道教,江明福,23949818、23222958,潮州街98巷1、3、5號,潮州街,,98巷,,1、3、5號,,大安區錦華里潮州街98巷1、3、5號,25.028304,121.5253688,121.5133217,25.1390883,303012.0823,2769052.108,農曆3月23日|,北市民宗字第10330872000號,,
R0353,未成立財團法人寺廟,一德福德宮,,北投區,一德里,道教,陳木土,28913991、28953641,中央北路4段515巷3弄臨16-1號,中央北路,4段,515巷,3弄,臨16-1號,,北投區一德里中央北路4段515巷3弄臨16-1號,25.1283024,121.4693777,121.5133217,25.1390883,297324.973,2780054.517,農曆3月5日(法會)|農曆8月2日|,北市民宗字第10430045700號,,
R0354,未成立財團法人寺廟,中嶽殿,,中山區,大佳里,道教,陳順傑,25054267,民族東路115號,民族東路,,,,115號,,中山區大佳里民族東路115號,25.068383,121.538393,121.5133217,25.1390883,304311.3351,2773450.929,農曆7月29日(地藏王菩薩誕辰)|,北市民宗字第10330087900號,,
R0355,未成立財團法人寺廟,關渡萬善同公祠,,北投區,一德里,道教,林福真,28955147,,大度路,3段,,,336號,,北投區一德里大度路3段336號,25.1235418,121.4660274,121.465105,25.1242102,296900.772,2779616.25,農曆1月1日(法會)|,北市民宗字第10431290600號,,
R0356,未成立財團法人寺廟,汾陽宮,,北投區,福興里,道教,郭金龍,28272054,,石牌路,1段,58巷,28弄,臨7號,,北投區福興里石牌路1段58巷28弄臨7號,25.1124383,121.5121291,121.5121155,25.112436,301646.239,2778329.242,農曆2月15日(法會)|,北市民宗字第10430521600號,,
R0357,未成立財團法人寺廟,北投龍雲寺,,北投區,林泉里,佛教,郭永進,28965024,幽雅路杏林巷3-6號,幽雅路,,杏林巷,,3-6號,,北投區林泉里幽雅路杏林巷3-6號,25.1386281,121.5142171,121.5179754,25.1378443,302226.424,2781145.881,農曆7月23日(法會)|,北市民宗字第10332534500號,,
R0358,未成立財團法人寺廟,台北市天竺寺,,北投區,林泉里,佛教,鄒清田(代),28978716,幽雅路杏林巷3-7號,幽雅路,,杏林巷,,3-7號,,北投區林泉里幽雅路杏林巷3-7號,25.1386281,121.5142171,121.5181027,25.13767951,302239.336,2781127.677,農曆4月8日(法會)|,北市民三字第09133245200號,,
R0359,未成立財團法人寺廟,農禪寺,,北投區,八仙里,佛教,余宏仁,28933161,大度路112號,大度路,,,,112號,,北投區八仙里大度路112號,25.1212265,121.4957527,121.4958296,25.12269085,299934.601,2779373.482,農曆4月8日(法會)|農曆7月未填日(法會)|,北市民宗字第10332515100號,,
R0360,未成立財團法人寺廟,吉福宮,,信義區,松隆里,道教,葉任平,27285107,,松山路,,,,臨679-1號,,信義區松隆里松山路臨679-1號,25.034906,121.58223,121.5817901,25.03531051,308709.737,2769814.72,農曆1月16日|,北市民宗字第09833647200號,,
R0362,未成立財團法人寺廟,普陀山慈航寺,,信義區,松隆里,佛教,姜仁等,27285188,松山路臨677-7號,松山路,,,,臨677-7號,,信義區松隆里松山路臨677-7號,25.034906,121.58223,121.5817901,25.03531051,308855.9062,2768746.922,農曆4月8日(佛誕日)|,北市民宗字第10430026100號,,
R0363,未成立財團法人寺廟,港口奉聖宮,,信義區,黎安里,道教,羅李阿昭,27361249、27327958,和平東路3段631巷52號,和平東路,3段,631巷,,52號,,信義區黎安里和平東路3段631巷52號,25.011838,121.569297,121.5817901,25.03531051,307455.276,2767211.196,,北市民宗字第10332507000號,,
R0364,未成立財團法人寺廟,福慈宮,,北投區,一德里,道教,陳國晏,28916058,中央北路4段30巷臨68號,中央北路,4段,30巷,,臨68號,,北投區一德里中央北路4段30巷臨68號,25.137972,121.476199,121.4761688,25.13799946,298011.01,2781147.507,農曆2月2日|農曆2月16日(法會)|農曆7月21日|,北市民宗字第10430070600號,,
R0369,未成立財團法人寺廟,下塔悠福德爺宮,,中山區,金泰里,道教,謝忠義,25322416,敬業三路196號,敬業三路,,,,196號,,中山區金泰里敬業三路196號,25.0783921,121.556386,121.5565838,25.07788123,306146.644,2774519.449,農曆2月2日|農曆6月19日|,北市民宗字第10430533600號,,
R0371,未成立財團法人寺廟,台北市內湖區碧霞宮,,內湖區,碧山里,道教,劉皇玉(代),27946839,,碧山路,,,,29號,,內湖區碧山里碧山路29號,25.0988711,121.5892255,121.5886967,25.09408629,309378.325,2776328.223,農曆9月6日|,北市民三字第09230839200號,,
R0372,未成立財團法人寺廟,台北地藏禪寺,,士林區,福安里,佛教,林慧明,28100237,延平北路7段189號,延平北路,7段,,,189號,,士林區福安里延平北路7段189號,25.0996074,121.4911077,121.5886967,25.09408629,299563.3977,2776902.11,農曆1月1日|農曆2月19日|農曆4月8日|農曆6月19日|農曆7月30日(地藏王菩薩聖誕)|農曆9月19日|,北市民宗字第10332547300號,,
R0373,未成立財團法人寺廟,佛樺靜舍,,北投區,湖山里,佛教,李海南(代),28613287,,湖底路,,,,20-7號,,北投區湖山里湖底路20-7號,25.147795,121.537957,121.5379317,25.14778543,304234.256,2782254.895,農曆12月2日(法會)|農曆12月8日|,北市民三字第09230993900號,,
R0374,未成立財團法人寺廟,石牌玄帝宮,,北投區,福興里,道教,蘇福賜,28320118、28320130,,自強街,,31巷,,40號,,北投區福興里自強街31巷40號,25.1115157,121.512402,121.5124793,25.11165396,301683.263,2778242.746,農曆3月3日(法會)|,北市民宗字第10332441100號,,
