SNO,RELIGION_TYPE,CB_NAME,CB_SNAME,PTNAME1,V_NAME,CB_REG_TITLE,PRESIDENT_NAME,CB_TEL,TOTAL_ADDR,R_STREET,R_SECTION,R_LANE,R_ALLEY,R_NO,R_OTHER,TOTAL_ADDR_rebuild,WGS84_Y_rebuild,WGS84_X_rebuild,WGS84_X,WGS84_Y,TM97_X,TM97_Y,DATA_STR,REG_NO,CB_PRESIDENT_NAME,total_addr2
C0131,財團法人教會,財團法人台北市基督信徒聚集處,台北市基督,文山區,萬盛里,基督教,,29343928,,羅斯福路,5段,,,45號,二樓之2,文山區萬盛里羅斯福路5段45號二樓之2,25.007327,121.538918,121.5389072,25.00734017,304394.6,2766698.695,,103證他字第1001號登記簿第46冊第40頁第1061號,唐鏡川,羅斯福路5段45號二樓之2
C0132,財團法人教會,財團法人基督教聖潔會,基督教聖潔,文山區,興業里,基督教,,29316764,,興隆路,2段,244巷,37弄,2號,,文山區興業里興隆路2段244巷37弄2號,24.9995109,121.5532471,121.5533209,24.99949558,305852.927,2765835.663,,99證他字第628號登記簿第88冊第45頁第2294號,莊瑞瑛,興隆路2段244巷37弄2號
C0133,財團法人教會,財團法人台北市萬隆基督的教會,萬隆基督的,文山區,萬年里,基督教,,29340385,,羅斯福路,5段,176巷,,32號,,文山區萬年里羅斯福路5段176巷32號,25.0043739,121.537016,121.5369997,25.00435855,304203.361,2766367.724,,99證他字第681號登記簿第50冊第21頁第1171號,曾衍彰,羅斯福路5段176巷32號
C0134,財團法人教會,財團法人台北市中華基督徒重生禮拜堂,重生禮拜堂,文山區,木新里,基督教,,29393907,,保儀路,,109巷,3弄,16號,,文山區木新里保儀路109巷3弄16號,24.986182,121.568643,121.5686592,24.98621449,307407.453,2764371.02,,98證他字第390號登記簿第54冊第53頁第1305號,唐文山,保儀路109巷3弄16號
C0136,財團法人教會,財團法人台北市基督教會景美禮拜堂,基督教景美,文山區,景仁里,基督教,,29345321     29318494,,溪口街,,,,14號,,文山區景仁里溪口街14號,24.994594,121.540468,121.5405643,24.99469301,304567.415,2765298.539,,102證他字第584號登記簿第41冊第9頁第897號,陳榮宏,溪口街14號
C0137,財團法人教會,財團法人台北市中華基督教木柵浸信會,木柵浸信會,文山區,樟文里,基督教,,29367470,,木新路,3段,,,258號,,文山區樟文里木新路3段258號,24.9813297,121.5586189,121.558586,24.98133314,306392.751,2763826.083,,101證他字第1143號登記簿第65冊第5頁第1606號,倪栗愛華,木新路3段258號
C0138,財團法人教會,財團法人木柵基督徒聚會,木柵基督徒,文山區,樟腳里,基督教,,29352953,,恆光街,,30巷,,17號,,文山區樟腳里恆光街30巷17號,24.98171,121.566954,121.5665188,24.98178594,307193.41,2763879.586,,103證他字第774號登記簿第86冊第79頁第2259號,夏超榮,恆光街30巷17號
C0139,財團法人教會,財團法人台北市活石基督徒團契,台北市活石,文山區,萬興里,基督教,,29399784,,指南路,2段,45巷,24弄,17號,,文山區萬興里指南路2段45巷24弄17號,24.9895459,121.5753959,121.5753608,24.9894636,308082.484,2764733.761,,103證他字第1389號登記簿第74冊第46頁第1889號,謝長安,指南路2段45巷24弄17號
C0140,財團法人教會,財團法人台北市中國基督教靈糧世界佈道會木柵靈糧堂,木柵靈糧堂,文山區,忠順里,基督教,,29369996,,興隆路,4段,145巷,9弄,3號,,文山區忠順里興隆路4段145巷9弄3號,24.9857604,121.5619362,121.56201,24.98526485,306736.59,2764263.036,,101證他字第861號登記簿第79冊第58頁第2043號,戴志強,興隆路4段145巷9弄3號
C0141,財團法人教會,財團法人新約教會景美教會,新約教會景,文山區,景美里,基督教,,29321474,,羅斯福路,6段,,,274號,5樓,文山區景美里羅斯福路6段274號5樓,24.991463,121.539908,121.5399998,24.99141018,304511.862,2764934.679,,101證他字第933號登記簿第79冊第31頁第2034號,楊煒淵,羅斯福路6段274號5樓
C0142,財團法人教會,財團法人台北市基督教興隆教會,台北市基督,文山區,興福里,基督教,,29322638,,景華街,,,,133號,,文山區興福里景華街133號,24.996452,121.547404,121.5474641,24.99644442,305263.09,2765495.326,,102證他字第944號登記簿第68冊第59頁第1724號,林鴻恩,景華街133號
C0147,財團法人教會,財團法人台灣基督教道生長老會,道生長老會,北投區,秀山里,基督教,,28912634,,中和街,,474巷,2弄,3號,,北投區秀山里中和街474巷2弄3號,25.1455333,121.4955048,121.4955103,25.14550495,299958.1,2781985.893,,102證他字第275號登記簿第3冊第17頁第59號,葉如敬,中和街474巷2弄3號
C0148,財團法人教會,財團法人台北市基督教中國福音會,中國福音會,北投區,中心里,基督教,,28964528,,中和街,,,,49號,3樓,北投區中心里中和街49號3樓,25.138389,121.502265,121.5022336,25.13845736,300638.887,2781207.78,,101證他字第270號登記簿第20冊第27頁第404號,于洪業,中和街49號3樓
C0151,財團法人教會,財團法人台灣基督教道生院,台灣基督教,北投區,秀山里,基督教,,28976777 28922836,,中和街,,錫安巷,,112號,,北投區秀山里中和街錫安巷112號,25.1477248,121.5004801,121.5008578,25.1474874,300496.491,2782207.472,,103證他字第46號登記簿第北1冊第43頁第000094號,李正剛,中和街錫安巷112號
C0156,財團法人教會,財團法人台北市天主教善牧修女會,,北投區,中心里,天主教,,28912363,,中和街,,20巷,,28號,4樓,北投區中心里中和街20巷28號4樓,25.138485,121.504496,121.5044926,25.13850319,300866.634,2781213.71,,104證他字第126號登記簿第26冊第3頁第513號,夏明麗,中和街20巷28號4樓
C0159,財團法人教會,財團法人台北市民生社區基督教會,聯合二村教,松山區,三民里,基督教,,2767-9500/2216-1093,,民生東路,5段,138巷,,3號,3樓之7,松山區三民里民生東路5段138巷3號3樓之7,25.0584496,121.5616565,121.5616769,25.05846808,306669.399,2772371.306,,104證他字第445號登記簿第32冊第23頁第634號,李妙梅,民生東路5段138巷3號3樓之7
C0160,財團法人教會,財團法人台北市基督教改革宗長老會聯合二村教會,改革宗聯合,松山區,東榮里,基督教,,2763-8304/2766-5686,,民生東路,5段,69巷,2弄,12號,,松山區東榮里民生東路5段69巷2弄12號,25.059087,121.558799,121.5587826,25.05911075,306377.088,2772441.274,,102證他字第667號登記簿第58冊第15頁第1405號,王華弘,民生東路5段69巷2弄12號
C0161,財團法人教會,財團法人台北市基督教浸信會頌德堂,頌德堂,松山區,民福里,基督教,,2713-0484/2713-0460,,民族東路,,,,706號,2.3樓,松山區民福里民族東路706號2.3樓,25.063928,121.547405,121.5473811,25.06412258,305224.481,2772991.677,,101證他字第1230號登記簿第45冊第31頁第1027號,陳建中,民族東路706號2.3樓
C0162,財團法人教會,財團法人基督恩光教會,恩光教會,松山區,民福里,基督教,,2713-3145/2713-0986,,民權東路,3段,191巷,,74號,,松山區民福里民權東路3段191巷74號,25.0650639,121.544996,121.544915,25.06507851,304975.244,2773096.547,,101證他字第768號登記簿第51冊第9頁第1195號,林長贈,民權東路3段191巷74號
C0163,財團法人教會,財團法人台北市中華基督教沐恩浸信會,沐恩堂,松山區,安平里,基督教,,2768-6926/2729-7036,,南京東路,5段,251巷,,45號,,松山區安平里南京東路5段251巷45號,25.0538477,121.5652531,121.5652117,25.05376981,307028.223,2771852.378,,101證他字第1380號登記簿第80冊第82頁第2080號,方小蓉,南京東路5段251巷45號
C0164,財團法人教會,財團法人台北市復原耶穌基督教會,復原教會,松山區,慈祐里,基督教,,2765-0884/,,八德路,4段,,,699號,8樓之1,松山區慈祐里八德路4段699號8樓之1,25.0501185,121.576565,121.5766439,25.05020738,308183.426,2771462.572,,103證他字第70號登記簿第44冊第53頁第1008號,劉本華,八德路4段699號8樓之1
C0165,財團法人教會,財團法人基督教台北神的教會,台北神的教,松山區,中華里,基督教,,2712-9220,,南京東路,4段,53巷,7弄,1號,,松山區中華里南京東路4段53巷7弄1號,25.0527614,121.5509971,121.5510171,25.05278504,305596.427,2771737.372,,103證他字77號登記簿第32冊第29頁第637號,鄭啟天,南京東路4段53巷7弄1號
C0166,財團法人教會,財團法人中華基督教崇聖會,崇聖會,松山區,美仁里,基督教,,2570-2990,,八德路,3段,99巷,,11-4號,,松山區美仁里八德路3段99巷11-4號,25.0488612,121.5535002,121.553668,25.04886219,305865.676,2771303.93,,104證他字第288號登記簿第34冊第33頁第699號,楊偉南,八德路3段99巷11-4號
C0167,財團法人教會,財團法人台北市基督教長老會西松國語禮拜堂,西松國語禮,松山區,東光里,基督教,,2768-4742/27560326,,南京東路,5段,123巷,8弄,25號,,松山區東光里南京東路5段123巷8弄25號,25.0536071,121.5619795,121.561945,25.05354842,306698.724,2771826.497,,104證他字第95號登記簿第22冊第39頁第346號,張惠寬,南京東路5段123巷8弄25號
C0168,財團法人教會,財團法人中華基督教浸信會錫安堂,錫安堂,松山區,安平里,基督教,,2768-8684,,南京東路,5段,,,343號,4樓,松山區安平里南京東路5段343號4樓,25.0515744,121.5676788,121.5676468,25.05155663,307274.939,2771608.233,,103證他字第64號登記簿第25冊第15頁第420號,應梅君,南京東路5段343號4樓
C0169,財團法人教會,財團法人台北市金陵基督長老教會,金陵教會,松山區,東勢里,基督教,,2712-7752/2718-6935,,南京東路,4段,133巷,6弄,20號,,松山區東勢里南京東路4段133巷6弄20號,25.052843,121.5544277,121.5544433,25.05278058,305942.139,2771738.301,,101證他字第1107號登記簿第28冊第1頁第503號,吳基弘,南京東路4段133巷6弄20號
C0170,財團法人教會,財團法人台北市基督教浸信會頌恩堂,頌恩堂,松山區,中華里,基督教,,2713-6095、27124500傳真,,敦化北路,,145巷,,30號,,松山區中華里敦化北路145巷30號,25.0539282,121.5519659,121.5519933,25.05382988,305694.428,2771853.491,,102證他字第636號登記簿第26冊第39頁第462號,仉家彪,敦化北路145巷30號
C0171,財團法人教會,財團法人改革宗神學宣教會,美國改革宗,松山區,東勢里,基督教,,2718-1110,,南京東路,4段,75巷,,30號,,松山區東勢里南京東路4段75巷30號,25.0529244,121.5535396,121.5535796,25.05294599,305854.889,2771756.257,,103證他字第1120號登記簿第15冊第25頁第218號,麥安迪,南京東路4段75巷30號
C0172,財團法人教會,財團法人台灣基督教福音貴格會,福音貴格會,松山區,吉祥里,基督教,,2764-0642,,光復北路,,85巷,,7號,,松山區吉祥里光復北路85巷7號,25.0506443,121.5583884,121.5584917,25.05059726,306351.636,2771498.162,,/101證他字第1206號登記簿第15冊第29頁第220號,鄭耀華,光復北路85巷7號
C0173,財團法人教會,財團法人台北市基督教美仁浸信會,美仁浸信會,松山區,復源里,基督教,,2579-2065,,八德路,3段,106巷,,106號,,松山區復源里八德路3段106巷106號,25.0449985,121.5542399,121.5542567,25.04503861,305926.825,2770880.681,,101證他字第975號登記簿第41冊第29頁第907號,葉匡宏,八德路3段106巷106號
C0174,財團法人教會,財團法人台北市基督徒民生社區禮拜堂,民生教會,松山區,莊敬里,基督教,,2764-9475,,撫遠街,,367巷,,4號,,松山區莊敬里撫遠街367巷4號,25.0639497,121.5667641,121.5661122,25.06379934,307114.408,2772963.711,,103證他字第1467號登記簿第36冊第5頁第745號,王澤民,撫遠街367巷4號
C0175,財團法人教會,財團法人臺灣基督長老教會中崙教會,中崙教會,松山區,福成里,基督教,,  27216181    27214076,,敦化南路,1段,80巷,,33號,,松山區福成里敦化南路1段80巷33號,25.046809,121.547175,121.5471448,25.04679281,305208.361,2771072.036,,102證他字第756號登記簿第30冊第41頁第583號,鄭燦堂,敦化南路1段80巷33號
C0176,財團法人教會,財團法人台北市基督教臺灣復興神的教會,復興神的教,松山區,吉仁里,基督教,,2578-7480/2577-1635,,延吉街,,30巷,,13號,,松山區吉仁里延吉街30巷13號,25.0460071,121.5526647,121.5527193,25.0460869,305771.223,2770996.147,,101證他字第656號登記簿第41冊第5頁第895號,羅霆增,延吉街30巷13號
C0177,財團法人教會,財團法人台北市中華基督教藝人之家,藝人之家,信義區,五常里,基督教,,27674567,,松隆路,,,,102號,13樓,信義區五常里松隆路102號13樓,25.0458539,121.571029,121.5710307,25.04588563,307619.044,2770981.487,,104證他字第58號登記簿第52冊第49頁第1245號,孫銊,松隆路102號13樓
C0178,財團法人教會,財團法人台北市基督教改革宗宏恩堂,宏恩堂,松山區,東勢里,基督教,,2713-5447,,南京東路,4段,75巷,,32號,,松山區東勢里南京東路4段75巷32號,25.0530101,121.553537,121.5535804,25.05298719,305854.949,2771760.82,,103證他字第754號登記簿第71冊第7頁第1786號,周林興,南京東路4段75巷32號
C0179,財團法人教會,財團法人基督教信義宗福祉會,福址會,松山區,復盛里,基督教,,2760-7827,,光復南路,,13巷,,41號,2樓,松山區復盛里光復南路13巷41號2樓,25.048023,121.559773,121.5599086,25.04793974,306495.806,2771204.389,,104證他字第173號登記簿42冊第13頁第929號,鍾嘉聲,光復南路13巷41號2樓
C0180,財團法人教會,財團法人中華基督教浸信會聖恩堂,,信義區,嘉興里,基督教,,2738-5123,,嘉興街,,,,214號,,信義區嘉興里嘉興街214號,25.0270453,121.556743,121.5566465,25.02704697,306176.141,2768888.787,,103證他字第1329號登記簿第54冊第21頁第1289號,戴修身,嘉興街214號
C0192,財團法人教會,財團法人基督教浸禮聖經會南港恩慈堂,,南港區,聯成里,基督教,,27861565,,東新街,,,,67號,,南港區聯成里東新街67號,25.0466511,121.5879837,121.5880553,25.04665417,309336.525,2771073.989,,104證他字第52號登記簿第1冊第35頁第18號,鄒麟,東新街67號
C0193,財團法人教會,財團法人台北市基督教南港浸信會,,南港區,東明里,基督教,,27839117,,興華路,,,,62號,,南港區東明里興華路62號,25.055227,121.605682,121.6057077,25.05524437,311113.522,2772033.355,,103證他字第207號登記簿第北2冊第34頁第000223號,廖世孟,興華路62號
C0194,財團法人教會,財團法人台北市基督教改革宗長老會南港教會,,南港區,東明里,基督教,,27830345,,向陽路,,,,104號,2樓,南港區東明里向陽路104號2樓,25.053495,121.595297,121.5952112,25.0534965,310055.277,2771835.044,,100證他字第100號登記簿第北4冊第27頁000943號,葛順榮,向陽路104號2樓
C0195,財團法人教會,財團法人新約教會台北教會,,南港區,南港里,基督教,,27822112,,南港路,1段,,,289-1號,4樓,南港區南港里南港路1段289-1號4樓,25.0544413,121.6082266,121.608226,25.0545168,311367.95,2771953.916,,102證他字第325號登記簿第16冊第25頁第323號,陳忠成,南港路1段289-1號4樓
C0197,財團法人教會,財團法人台北市天主教聖母聖心傳教修女會,聖母聖心修,萬華區,保德里,天主教,,29251302,,德昌街,,125巷,,11號,5樓,萬華區保德里德昌街125巷11號5樓,25.0236399,121.4969309,121.4970089,25.02400697,300158.711,2768528.628,,103證他字第522號登記簿第6冊第27頁第86號,葛永勉,德昌街125巷11號5樓
C0198,財團法人教會,財團法人台北市基督教中華福音道路德會真光堂,真光堂,萬華區,日善里,基督教,,23072584,,萬大路,,,,200號,2樓,萬華區日善里萬大路200號2樓,25.0273774,121.5003187,121.5002992,25.02738015,300489.377,2768903.456,,103證他字第204號登記簿第46冊第7頁第1045號,朱運平,萬大路200號2樓
C0443,財團法人教會,財團法人台北市中華基督教長老會感恩堂,,士林區,福志里,基督教,,28327510,,福林路,,,,377號,,士林區福志里福林路377號,25.1000453,121.5351726,121.5352256,25.10015835,303982.241,2776978.309,,102證他字第25號登記簿第北2冊第77頁第000451號,何與立,福林路377號
C0446,財團法人教會,財團法人新約教會石牌教會,,北投區,榮光里,基督教,,28236138,,石牌路,1段,166巷,,11號,5樓,北投區榮光里石牌路1段166巷11號5樓,25.1141776,121.5137715,121.5137647,25.11419972,301811.822,2778525.212,,101證他字第417號登記簿第26冊第11頁第518號,林莉君,石牌路1段166巷11號5樓
C0447,財團法人教會,財團法人臺北市基督教石牌浸信會,,北投區,立農里,基督教,,28213734,,吉利街,,259巷,,7-2號,2樓,北投區立農里吉利街259巷7-2號2樓,25.1185829,121.5108358,121.5107896,25.11861611,301509.926,2779013.247,,102證他字第274號登記簿第28冊第40頁第564號,何家虎,吉利街259巷7-2號2樓
C0448,財團法人教會,財團法人台北市基督教三愛會,,北投區,吉慶里,基督教,,28214532,,石牌路,1段,71巷,15弄,3號,,北投區吉慶里石牌路1段71巷15弄3號,25.114289,121.5108196,121.5107502,25.11429347,301507.775,2778534.496,,98證他字第362號登記簿第北3冊第13頁第549號,陳泉清,石牌路1段71巷15弄3號
C0449,財團法人教會,財團法人台北市猶太教會,,北投區,永欣里,其他,,28748722,,石牌路,2段,315巷,,37號,,北投區永欣里石牌路2段315巷37號,25.1240582,121.5222532,121.5107502,25.11429347,302647.492,2779626.998,,登記簿第參陸冊第肆伍肆陸頁第柒陸伍號,傅瑞明,石牌路2段315巷37號
C0450,財團法人基金會,財團法人台北市九如禪林基金會,,中山區,朱園里,,,25062585轉160,,建國北路,1段,,,90號,10樓,中山區朱園里建國北路1段90號10樓,25.0498999,121.536272,121.5362923,25.04992673,304111.95,2771414.764,,99證他字第304號登記簿第73冊第7頁第1846號,林隆士,建國北路1段90號10樓
C0451,財團法人基金會,財團法人台北市護持大乘法脈基金會,,中山區,中山里,,,27313000,,民生東路,1段,,,90號,,中山區中山里民生東路1段90號,25.0578229,121.527023,121.5269983,25.05783244,303170.762,2772286.772,,103證他字第547號登記簿第78冊第1頁第1994號,林成龍,民生東路1段90號
C0452,財團法人基金會,財團法人台北市養興宗教基金會 ,,中正區,,其他,,23911638,,同安街,,60巷,,90號,,中正區同安街60巷90號,25.0234933,121.5210889,121.5266906,25.05567172,302496.1218,2768275.215,,103證他字第632號登記簿第83冊第85頁2171號,朱志榮,同安街60巷90號
C0453,財團法人基金會,財團法人台北市中山下塔悠福德爺基金會,,中山區,成功里,,,25322416,,敬業三路,,,,196號,,中山區成功里敬業三路196號,25.0783921,121.556386,121.5565838,25.07788123,306146.644,2774519.449,,101證他字第456號登記簿第78冊第76頁第2019號,林孟儀,敬業三路196號
C0456,財團法人教會,財團法人台北市中華基督教長老會石牌信友堂,,北投區,立農里,基督教,,28219248,,立農街,1段,,,572號,,北投區立農里立農街1段572號,25.1192403,121.5109082,121.5108918,25.11927403,301519.957,2779086.154,,102證他字第54號登記簿第18冊第31頁第366號,傅家麟,立農街1段572號
C0457,財團法人教會,財團法人基督教天母靈泉堂,,北投區,振華里,基督教,,28219598,,榮華三路,,,,48號,2樓,北投區振華里榮華三路48號2樓,25.1141924,121.5203708,121.520377,25.1141932,302478.672,2778527.038,,95證他字第79號登記簿第12冊第17頁第239號,蔡世仁,榮華三路48號2樓
C0458,財團法人教會,財團法人台北市新北投基督長老教會,,北投區,長安里,基督教,,28926580、28918724,,溫泉路,,,,35-2號,,北投區長安里溫泉路35-2號,25.134291,121.50314,121.5030918,25.134377,300727.068,2780756.116,,101證他字第425號登記簿第北4冊第3頁第829號,吳佳龍,溫泉路35-2號
C0459,財團法人教會,財團法人台北基督徒石牌禮拜堂,,北投區,榮華里,基督教,,28216407,,明德路,,,,281號,2樓,北投區榮華里明德路281號2樓,25.1149412,121.5221898,121.5222801,25.11499575,302670.257,2778616.676,,100證他字第298號登記簿第1冊第13頁第7號,顏國年,明德路281號2樓
C0460,財團法人教會,財團法人台北市基督教使徒信心會,,北投區,文林里,基督教,,28232501 28230561,,文林北路,,244巷,,41號,,北投區文林里文林北路244巷41號,25.1091508,121.5144658,121.5144775,25.10912921,301885.85,2777963.852,,101證他字第259號登記簿第北3冊第5頁第000540號,劉小珠,文林北路244巷41號
C0461,財團法人基金會,財團法人台北市基督福音基金會,,信義區,,基督教,,27575702,,信義路,4段,,,460號,22樓,信義區信義路4段460號22樓,25.0328615,121.5590412,121.5587968,25.03282285,306390.512,2769529.448,,102證他字第1056號登記簿第101冊第21頁第2548號,吳有成,信義路4段460號22樓
C0462,財團法人教會,財團法人北投基督徒聚會處,,北投區,長安里,基督教,,28915314,,中央北路,1段,,,44號,2樓,北投區長安里中央北路1段44號2樓,25.134134,121.5006683,121.5587968,25.03282285,300482.1378,2780728.526,,102證他字第359號登記簿第北2冊第93頁第000492號,黃銀河,中央北路1段44號2樓
C0463,財團法人教會,財團法人台灣基督教道生長老會北投中和教會,,北投區,智仁里,基督教,,28958686,,中和街,,493巷,,6-3號,,北投區智仁里中和街493巷6-3號,25.1447115,121.4947574,121.4947245,25.14469853,299879.198,2781896.283,,102證他字第250號登記簿第1冊第53頁第27號,皮業福,中和街493巷6-3號
C0464,財團法人基金會,財團法人台北市慈雲天上聖母基金會,,松山區,安平里,,,27610020,,寶清街,,,,42號,,松山區安平里寶清街42號,25.0531965,121.5676662,121.5675807,25.0531494,307267.542,2771784.634,,103證他字第259號登記簿第76冊第1頁第1934號,張茂楠,寶清街42號
C0465,財團法人基金會,財團法人台北市青龍天上聖母基金會,,大安區,龍安里,,,23962157,,和平東路,1段,183巷,,23號,,大安區龍安里和平東路1段183巷23號,25.028532,121.533093,121.5330982,25.0285505,303799.034,2769045.786,,103證他字第202號登記簿第74冊第43頁第1888號,陳振豐,和平東路1段183巷23號
C0466,財團法人基金會,財團法人台北市詹煜齋居士佛教文化獎學基金會,,大安區,民炤里,,,27075802,,建國南路,1段,270巷,,10號,,大安區民炤里建國南路1段270巷10號,25.0363913,121.5369251,121.5330982,25.0285505,304179.445,2769915.48,,103證他字第183號登記簿第10冊第27頁第146號,莊南田,建國南路1段270巷10號
C0467,財團法人基金會,財團法人台北市福智佛教基金會,,松山區,東勢里,,,25452546,,南京東路,4段,,,137號,12樓,松山區東勢里南京東路4段137號12樓,25.0518257,121.5553378,121.5553402,25.05180269,306033.092,2771630.362,,101證他字第1417號登記簿第90冊第37頁第2332號,李衍淇,南京東路4段137號12樓
C0468,財團法人教會,財團法人台灣基督教萬國聖經研究會,,信義區,泰和里,基督教,,27220100,,吳興街,,583巷,14弄,23號,,信義區泰和里吳興街583巷14弄23號,25.021431,121.570202,121.570174,25.02143356,307543.915,2768272.688,,98證他字第744號登記簿第3冊第11頁第33號,陳文義,吳興街583巷14弄23號
C0471,財團法人教會,財團法人台北市基督教虎林街浸信會,,信義區,國業里,基督教,,27278676,,虎林街,,222巷,,35號,1樓,信義區國業里虎林街222巷35號1樓,25.036639,121.576517,121.5764955,25.03668794,308174.783,2769965,,101證他字第1316號登記簿第46冊第31頁第1057號,何紹倫,虎林街222巷35號1樓
C0472,財團法人教會,財團法人臺北市信義路基督教會,,信義區,三張里,基督教,,27382358,,莊敬路,,391巷,,6號,7樓,信義區三張里莊敬路391巷6號7樓,25.028003,121.5657909,121.5657865,25.02799182,307098.119,2768997.255,,"登記簿第21冊29,30頁第311號",馬樂怡,莊敬路391巷6號7樓
C0473,財團法人教會,財團法人基督教台北市新使徒教會,,信義區,景聯里,基督教,,25035785 25035385,,基隆路,2段,39巷,,5號,2樓,信義區景聯里基隆路2段39巷5號2樓,25.0311414,121.5592996,121.5592809,25.03109442,306440.163,2769338.193,,101證他字第37號登記簿第49冊第53頁第1157號,葛海德,基隆路2段39巷5號2樓
C0474,財團法人教會,財團法人臺北市中華基督教培神教會,,信義區,興雅里,基督教,,29255564 27667924,,基隆路,1段,,,155號,3樓之5號,信義區興雅里基隆路1段155號3樓之5號,25.042178,121.565396,121.5653359,25.04221577,307046.103,2770572.591,,101證他字第1330號登記簿第52冊第27頁第1234號,劉義文,基隆路1段155號3樓之5號
C0475,財團法人教會,財團法人台北市基督教改革宗長老教會松山教會,,信義區,安康里,基督教,,27224930,,忠孝東路,5段,236巷,37弄,45號,,信義區安康里忠孝東路5段236巷37弄45號,25.0378125,121.5740018,121.5740683,25.03774578,307929.363,2770081.132,,103證他字第1206號登記簿第58冊第13頁第1404號,楊振國,忠孝東路5段236巷37弄45號
C0476,財團法人教會,財團法人台北市基督教恩惠福音會復興堂,,信義區,富台里,基督教,,2727-0900,,忠孝東路,5段,,,291號,地下室,信義區富台里忠孝東路5段291號地下室,25.0415114,121.5713616,121.5716437,25.04114487,307683.114,2770456.629,,103證他字第812號登記簿第73冊第58頁第1863號,柳健台,忠孝東路5段291號地下室
C0477,財團法人教會,財團法人台北市基督教浸信會榮恩堂,,內湖區,金瑞里,基督教,,27906286,,內湖路,3段,143巷,,6號,,內湖區金瑞里內湖路3段143巷6號,25.0869801,121.5893629,121.5894025,25.08704607,309452.975,2775548.626,,102證他字第416號登記簿第13冊第1頁第251號,陳文正,內湖路3段143巷6號
C0478,財團法人教會,財團法人中華基督教加恩堂,,信義區,六藝里,基督教,,27650005 27530707,,永吉路,,120巷,,33號,4樓,信義區六藝里永吉路120巷33號4樓,25.0445546,121.570413,121.5703715,25.04453439,307553.15,2770831.535,,102證他字第720號登記簿第82冊第34頁第2124號,黃建峰,永吉路120巷33號4樓
C0479,財團法人教會,財團法人大湖基督教會,,內湖區,清白里,基督教,,27952813,,金湖路,,,,16之3號,,內湖區清白里金湖路16之3號,25.0834039,121.595998,121.5959358,25.08354477,310113.725,2775163.705,,102證他字第94號登記簿第北4冊第49頁第000991號,李英智,金湖路16之3號
C0480,財團法人基金會,財團法人中華基督教台灣浸信會神學教育基金會,,信義區,惠安里,基督教,,27203140,,吳興街,,394巷,,1號,,信義區惠安里吳興街394巷1號,25.023742,121.566763,121.5669506,25.02448997,307217.214,2768609.849,,103證他字第809號登記簿第87冊第17頁第2267號,周聯華,吳興街394巷1號
C0482,財團法人基金會,財團法人華藏佛教基金會,,文山區,試院里,,,29357179,,木柵路,1段,58巷,,15號,,文山區試院里木柵路1段58巷15號,24.9863477,121.5469293,121.5469395,24.98633753,305214.766,2764375.663,,102證他字第79號登記簿第81冊第25頁第2091號,高貴宇,木柵路1段58巷15號
C0483,財團法人教會,財團法人台北市基督教改革宗長老會東光教會,,內湖區,東湖里,基督教,,26334345,,東湖路,,113巷,,50號,1樓之一,內湖區東湖里東湖路113巷50號1樓之一,25.0706134,121.6161065,121.6159799,25.0706959,312142.171,2773749.605,,103證他字第134號登記簿第6冊第23頁第122號,張德光,東湖路113巷50號1樓之一
C0484,財團法人教會,財團法人台北市教會聚會所,,信義區,中興里,基督教,,27575755,,信義路,4段,,,460號,5樓之1,信義區中興里信義路4段460號5樓之1,25.0328615,121.5590412,121.5587968,25.03282285,306390.512,2769529.448,,101證他字第1345號登記簿第3冊第5頁第30號,吳有成,信義路4段460號5樓之1
C0485,財團法人教會,財團法人臺北市基督教改革宗長老會忠孝教會,,信義區,長春里,基督教,,87853982,,中坡北路,,,,3號,12樓,信義區長春里中坡北路3號12樓,25.044338,121.580893,121.5809237,25.04427348,308618.043,2770807.143,,102證他字第518號登記簿第50冊第9頁第1165號,王花順,中坡北路3號12樓
C0494,財團法人教會,財團法人台北市中華基督教信義會,,大安區,臨江里,基督教,,27374891,,基隆路,2段,,,110號,三樓,大安區臨江里基隆路2段110號三樓,25.0225411,121.5521986,121.5571031,25.02926309,306221.22,2769134.449,,103證他字第370號登記簿第97冊第5頁第2464號,葉輔宏,基隆路2段110號三樓
C0497,財團法人教會,財團法人台北市中華基督教浸信會義美堂,,文山區,興福里,基督教,,29322793,,景興路,,,,57號,四樓,文山區興福里景興路57號四樓,24.9965956,121.5448552,121.544835,24.99664693,304997.619,2765516.681,,101證他字第760號登記簿第99冊第9頁第2505號,張琦琪,景興路57號四樓
C0498,財團法人教會,財團法人台北市中華基督教浸信會台北東區牧心堂,,信義區,六合里,基督教,,27227026,,松仁路,,228巷,7弄,2號,地下一層,信義區六合里松仁路228巷7弄2號地下一層,25.0251742,121.56855,121.5685553,25.0251289,307378.87,2768681.299,,103證他字第1438號登記簿第98冊第57頁第2497號,趙開澎,松仁路228巷7弄2號地下一層
C0499,財團法人基金會,財團法人國度復興傳播基金會,,大安區,,基督教,,23623022/27005038,,和平東路,2段,,,24號,10樓1013室,大安區和平東路2段24號10樓1013室,25.0255759,121.536476,121.5364245,25.02563549,304136.028,2768724.234,,101證他字第1071號登記簿第99冊第65頁第2519號,周神助,和平東路2段24號10樓1013室
